;modelo;combustivel;preco;ano;km;cor;cambio;cidade;airbag motorista;freios ABS;airbag passageiro;ar-condicionado;direção elétrica;volante com regulagem de altura;travas elétricas;cd player com MP3;entrada USB;vidros elétricos dianteiros;limajuste de alturap. traseiro;desemb. traseiro;alarme;câmbio automático;ajuste de altura;distribuição eletrônica de frenagem,;controle de tração;retrovisores elétricos;piloto automático;Kit Multimídia;bancos de couro;limp. traseiro;longitude;latitude;cilindrada
2811;Citroën C3 Exclusive 1.4 8V (flex) 2012;Flex; 30.400,00;2012;90.000;Prata;0;São José dos Campos;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;-45.884115;-23.189554;1400.0
2812;Toyota Etios Hatch Etios XS 1.3 (Flex) 2013;Flex; 35.800,00;2013;150.000;Prata;0;Belo Horizonte;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;-43.926572;-19.910183;1300.0
2813;Volkswagen Gol 1.0 TEC City (Flex) 4p 2015;Flex; 38.890,00;2014;153.000;Preto;0;Barueri;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;-46.879042;-23.505689;1000.0
2814;Nissan March 1.0 16V S (Flex) 2014;Flex; 35.890,00;2013;90.777;Vermelho;0;Barueri;1;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;-46.879042;-23.505689;1000.0
2815;Chevrolet Corsa Hatch Maxx 1.4 (Flex) 2011;Flex; 30.900,00;2010;125.000;Verde;0;São Paulo;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;-46.63952;-23.532905;1400.0
2816;Chevrolet Celta LT 1.0 (Flex) 2015;Flex; 34.900,00;2014;122.000;Branco;0;Criciúma;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-49.372887;-28.672267;1000.0
2817;Fiat Siena EL 1.0 8V (Flex) 2015;Flex; 35.900,00;2015;92.491;Branco;0;Campinas;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-47.06595;-22.905346;1000.0
2818;Fiat Idea Adventure 1.8 16V E.TorQ Dualogic (Flex) 2012;Flex; 34.900,00;2011;102.000;Preto;1;São Paulo;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;-46.63952;-23.532905;1800.0
2819;Fiat Uno Vivace 1.0 8V (Flex) 4p 2015;Flex; 34.990,00;2014;114.000;Prata;0;Ribeirão Preto;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-47.809875;-21.169923;1000.0
2820;Citroën C3 Exclusive 1.6 16V (Flex)(aut) 2012;Flex; 33.900,00;2012;116.710;Prata;1;Votorantim;1;0;0;1;0;1;1;0;0;1;0;1;0;1;0;0;0;1;0;0;0;1;-47.438753;-23.54459;1600.0
2821;Hyundai HB20 1.0 Sense 2022;Flex; 61.190,00;2022;46.180;Prata;0;Recife;0;1;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;-34.877065;-8.046658;1000.0
2822;Chevrolet Celta LT 1.0 (Flex) 2013;Flex; 33.500,00;2012;110.000;Vermelho;0;Santo André;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-46.543154;-23.67373;1000.0
2823;Ford Fiesta Hatch SE Rocam 1.6 (Flex) 2014;Flex; 32.600,00;2014;149.389;Branco;0;Bauru;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-49.087142;-22.324569;1600.0
2824;Volkswagen Fox 1.0 TEC (Flex) 4p 2014;Flex; 36.900,00;2014;98.000;Cinza;0;São Paulo;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-46.63952;-23.532905;1000.0
2825;Citroën C3 GLX 1.4 8V (flex) 2011;Flex; 27.900,00;2010;167.000;Prata;0;Campinas;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;-47.06595;-22.905346;1400.0
2826;Ford Fiesta Sedan SE 1.6 Rocam (Flex) 2014;Flex; 38.900,00;2013;95.756;Prata;0;Catanduva;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;-48.977015;-21.131381;1600.0
2827;Volkswagen Fox 1.0 TEC (Flex) 4p 2013;Flex; 35.900,00;2012;115.000;Vermelho;0;São Paulo;1;1;1;1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;-46.63952;-23.532905;1000.0
2828;Volkswagen Saveiro 1.6 (Flex) 2011;Flex; 34.990,00;2010;117.000;Preto;0;Recife;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;-34.877065;-8.046658;1600.0
2829;Chevrolet Meriva Joy 1.4 (Flex) 2011;Flex; 27.900,00;2011;237.862;Prata;0;São Paulo;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;-46.63952;-23.532905;1400.0
2830;Volkswagen Fox 1.0 VHT (Flex) 4p 2012;Flex; 35.900,00;2012;123.250;Preto;0;Carapicuíba;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;1;-46.840676;-23.523471;1000.0
2831;Nissan March 1.6 16V S (Flex) 2014;Flex; 36.900,00;2013;104.298;Prata;0;Jundiaí;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;-46.897358;-23.185218;1600.0
2832;Fiat Siena EL 1.0 8V (Flex) 2015;Flex; 37.990,00;2014;79.583;Preto;0;Fortaleza;1;1;1;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;-38.542298;-3.716638;1000.0
2833;Chevrolet Classic LS VHC E 1.0 (Flex) 2012;Flex; 28.900,00;2011;140.000;Cinza;0;Joinville;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-48.848675;-26.304497;1000.0
2834;Volkswagen Saveiro 1.6 (Flex) 2011;Flex; 35.800,00;2010;138.000;Prata;0;Catanduva;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-48.977015;-21.131381;1600.0
2835;CAOA Chery QQ Act 1.0 (Flex) 2018;Flex; 35.990,00;2017;113.000;Branco;0;Brasília;1;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;1;-47.929657;-15.779522;1000.0
2836;Fiat Palio Fire 1.0 8V (Flex) 2p 2015;Flex; 27.890,00;2014;132.819;Preto;0;São Paulo;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-46.63952;-23.532905;1000.0
2837;Renault Kwid Zen 1.0 12v SCe (Flex) 2018;Flex; 37.900,00;2017;200;Branco;0;Rio de Janeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-43.200295;-22.912897;1000.0
2838;Volkswagen Fox Plus 1.0 8V (Flex) 2008;Flex; 25.900,00;2007;180.000;Preto;0;Cascavel;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;-53.459005;-24.957301;1000.0
2839;Nissan March 1.6 16V SV (Flex) 2013;Flex; 38.900,00;2012;43.990;Prata;0;Araçatuba;1;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;1;0;0;0;1;-50.440106;-21.207648;1600.0
2840;Nissan Livina SL 1.8 16V (flex) (aut) 2012;Flex; 36.900,00;2011;111.186;Prata;1;Santo André;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;1;1;-36.621339;-7.220157;1800.0
2841;Renault Sandero Privilege 1.6 16V (Flex)(aut) 2013;Flex; 36.900,00;2012;103.000;Preto;1;Criciúma;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;-49.372887;-28.672267;1600.0
2842;Ford EcoSport Ecosport XLT 1.6 (Flex) 2009;Flex; 34.990,00;2009;138.000;Prata;0;Campinas;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;-47.06595;-22.905346;1600.0
2843;Volkswagen CrossFox 1.6 (Flex) 2005;Flex; 29.900,00;2005;121.278;Preto;0;São Bernardo do Campo;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-46.564617;-23.691412;1600.0
2844;Citroën C3 Exclusive 1.6 16V (Flex)(aut) 2011;Flex; 32.900,00;2011;115.000;Vermelho;1;Taubaté;1;1;1;1;0;1;1;0;0;1;0;1;0;1;1;0;0;1;0;0;0;1;-45.55926;-23.010414;1600.0
2845;Chevrolet Classic LS 1.0 VHCE (Flex) 2015;Flex; 33.900,00;2015;122.323;Branco;0;São Bernardo do Campo;1;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;-46.564617;-23.691412;1000.0
2846;Fiat Siena Fire 1.0 8V 2006;Flex; 19.000,00;2005;150.000;Branco;0;Curitiba;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-49.264622;-25.419547;1000.0
2847;Ford Fiesta Hatch SE Rocam 1.6 (Flex) 2014;Flex; 34.990,00;2014;78.250;Preto;0;Santo André;1;1;1;1;0;1;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;-46.543154;-23.67373;1600.0
2848;Ford Fiesta Hatch  SE Plus 1.6 RoCam (Flex) 2014;Flex; 34.990,00;2013;122.877;Prata;0;Campinas;1;1;1;1;0;0;1;0;1;1;0;1;1;0;0;0;1;1;0;1;0;1;-47.06595;-22.905346;1600.0
2849;Toyota Corolla Sedan XEi 1.8 16V (flex) (aut) 2007;Gasolina; 38.900,00;2006;177.873;Preto;1;São Paulo;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;-46.63952;-23.532905;1800.0
2850;Ford Ka Sedan SE 1.0 (Flex) 2015;Flex; 38.990,00;2015;113.988;Bege;0;Cuiabá;1;1;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;-56.097397;-15.600979;1000.0
2851;Fiat Bravo Essence 1.8 16V Dualogic (Flex) 2012;Flex; 34.900,00;2012;88.500;Cinza;1;Florianópolis;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;0;1;1;0;0;1;-48.547696;-27.594486;1800.0
2852;Chevrolet Montana Sport 1.8 (Flex) 2008;Flex; 35.990,00;2007;159.000;Prata;0;São Paulo;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-46.63952;-23.532905;1800.0
2853;Kia Picanto 1.0 (Flex) J320 2012;Flex; 32.900,00;2012;92.600;Cinza;0;Volta Redonda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-44.099555;-22.520212;1000.0
2854;Renault Sandero Expression 1.0 16V (flex) 2014;Flex; 33.900,00;2013;99.095;Prata;0;Jacareí;1;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-45.965814;-23.29829;1000.0
2855;Chevrolet Meriva Maxx 1.8 (Flex) 2008;Flex; 27.890,00;2008;141.474;Vermelho;0;São Paulo;0;0;0;1;0;0;1;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;-46.63952;-23.532905;1800.0
2856;Citroën C4 GLX 2.0 (aut) (flex) 2011;Flex; 32.900,00;2011;165.361;Prata;1;Novo Hamburgo;1;1;1;0;0;1;1;0;0;1;0;1;1;1;0;0;0;1;0;0;1;1;-51.132828;-29.687548;2000.0
2857;Peugeot 208 1.5 8V Active (Flex) 2014;Flex; 38.990,00;2013;94.000;Preto;0;Campinas;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;1;-47.06595;-22.905346;1500.0
2858;Ford Fiesta Hatch S Rocam 1.0 (Flex) 2014;Flex; 31.990,00;2013;94.000;Prata;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-46.63952;-23.532905;1000.0
2859;Volkswagen SpaceFox Plus 1.6 8V (Flex) 2010;Flex; 32.990,00;2010;100.000;Prata;0;Botucatu;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;-48.443706;-22.883697;1600.0
2860;Renault Sandero Stepway 1.6 16V (Flex) 2012;Flex; 38.700,00;2011;113.008;Prata;0;Santos;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-46.335042;-23.953543;1600.0
2861;Ford EcoSport Ecosport XLT 1.6 (Flex) 2011;Flex; 35.900,00;2011;132.857;Prata;0;Teresópolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-42.97519;-22.416464;1600.0
2862;Ford Fiesta Hatch S Rocam 1.0 (Flex) 2014;Flex; 33.900,00;2014;90.000;Prata;0;Campinas;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;1;0;1;-47.06595;-22.905346;1000.0
2863;Fiat Palio Attractive 1.4 8V (Flex) 2013;Flex; 38.900,00;2012;165.000;Prata;0;Belo Horizonte;1;1;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-43.926572;-19.910183;1400.0
2864;Chevrolet Sonic Hatch LT 1.6 (Aut) 2013;Flex; 37.900,00;2012;125.797;Prata;1;Aparecida de Goiânia;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;-49.246856;-16.819804;1600.0
2865;Volkswagen Gol 1.0 TEC City (Flex) 4p 2015;Flex; 35.900,00;2014;105.000;Prata;0;Santo Antônio da Platina;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-50.081478;-23.295889;1000.0
2866;Peugeot 408 Allure 2.0 16V (Flex) 2014;Flex; 38.900,00;2013;75.000;Prata;0;Joinville;1;1;1;1;1;1;1;0;0;0;0;1;1;0;1;0;1;1;0;0;1;1;-48.848675;-26.304497;2000.0
2867;Ford EcoSport Ecosport XLT 2.0 16V (Flex) 2009;Flex; 37.900,00;2009;151.000;Preto;0;Catanduva;1;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;1;0;0;0;1;-48.977015;-21.131381;2000.0
2868;Volkswagen Gol 1.0 TEC (Flex) 4p 2014;Flex; 35.900,00;2013;95.000;Vermelho;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;-46.63952;-23.532905;1000.0
2869;Volkswagen Fox 1.6 8V (Flex) 2011;Flex; 34.900,00;2010;170.095;Prata;0;São José dos Campos;0;0;0;0;0;1;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;-45.884115;-23.189554;1600.0
2870;Fiat Siena ELX 1.0 8V (Flex) 2010;Flex; 26.900,00;2010;236.346;Prata;0;Manaus;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;-60.02123;-3.118662;1000.0
2871;Volkswagen Gol 1.0 8V (G4)(Flex)4p 2013;Flex; 32.900,00;2012;128.000;Prata;0;Cuiabá;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;-56.097397;-15.600979;1000.0
2872;Volkswagen Fox 1.0 TEC (Flex) 4p 2013;Flex; 34.890,00;2012;113.000;Preto;0;Osasco;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;-46.791555;-23.53239;1000.0
2873;Chevrolet Agile LTZ 1.4 8V (Flex) 2011;Flex; 32.900,00;2011;138.109;Prata;0;São Roque;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;-47.13567;-23.522598;1400.0
2874;Fiat Uno Mille Fire Economy 1.0 (Flex) 4p 2013;Flex; 27.500,00;2013;185.000;Branco;0;Hortolândia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-47.214259;-22.852854;1000.0
2875;Citroën C3 Exclusive 1.4 8V (flex) 2012;Flex; 28.700,00;2011;154.000;Preto;0;Campinas;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;0;0;1;0;0;1;1;-47.06595;-22.905346;1400.0
2876;Chevrolet Celta LT 1.0 (Flex) 2012;Flex; 29.990,00;2011;112.403;Prata;0;Manaus;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;-60.02123;-3.118662;1000.0
2877;Citroën C3 GLX 1.4 8V (flex) 2012;Flex; 30.000,00;2012;160.000;Prata;0;Praia Grande;1;0;1;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;-46.412057;-24.008378;1400.0
2878;Ford Fiesta Hatch S Rocam 1.0 (Flex) 2014;Flex; 32.900,00;2013;70.000;Preto;0;São Paulo;0;1;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-46.63952;-23.532905;1000.0
2879;Fiat Palio Fire Way 1.0 8V (Flex) 2015;Flex; 35.900,00;2015;135.300;Branco;0;Matão;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-48.363968;-21.602511;1000.0
2880;Fiat Siena EL 1.4 8V (Flex) 2014;Flex; 36.590,00;2013;163.456;Vermelho;0;Santa Inês;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-39.813979;-13.2793;1400.0
2881;Ford Fiesta Hatch 1.6 (Flex) 2012;Flex; 32.900,00;2011;133.000;Preto;0;Bauru;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;-49.087142;-22.324569;1600.0
2882;Chevrolet Prisma Maxx 1.4 (Flex) 2009;Flex; 27.990,00;2009;220.000;Prata;0;Campinas;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;-47.06595;-22.905346;1400.0
2883;Chevrolet Classic LS VHC E 1.0 (Flex) 2013;Flex; 27.800,00;2013;184.000;Prata;0;Joinville;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;-48.848675;-26.304497;1000.0
2884;Chevrolet Vectra Expression 2.0 (Flex) 2009;Flex; 35.900,00;2009;188.391;Preto;0;São José do Rio Preto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-49.375767;-20.811289;2000.0
2885;Fiat Palio Attractive 1.0 8V (Flex) 2012;Flex; 32.890,00;2011;127.130;Prata;0;Curitiba;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;-49.264622;-25.419547;1000.0
2886;Fiat Uno Vivace 1.0 8V (Flex) 4p 2015;Flex; 34.000,00;2015;88.000;Preto;0;Sumaré;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-47.272823;-22.820416;1000.0
2887;Nissan Versa 1.6 16V SL 2014;Flex; 37.900,00;2013;102.820;Preto;0;Criciúma;1;1;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;-49.372887;-28.672267;1600.0
2888;Volkswagen Gol 1.0 TEC City (Flex) 2p 2014;Flex; 28.900,00;2013;87.500;Branco;0;Jundiaí;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-46.897358;-23.185218;1000.0
2889;Volkswagen Fox Plus 1.6 8V (Flex) 2p 2006;Flex; 25.990,00;2006;210.000;Preto;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;-46.63952;-23.532905;1600.0
2890;Nissan Livina X-Gear SL 1.8 16V (flex) (aut) 2013;Flex; 36.990,00;2013;138.695;Prata;1;Belo Horizonte;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;1;-43.926572;-19.910183;1800.0
2891;Renault Clio Expression 1.0 16V (Flex) 2016;Flex; 36.990,00;2015;85.500;Vermelho;0;Palhoça;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;-48.669661;-27.645518;1000.0
2892;Fiat Idea ELX 1.4 (Flex) 2010;Flex; 26.900,00;2009;190.514;Prata;0;Ribeirão Pires;0;0;0;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;-46.405805;-23.706669;1400.0
2893;Volkswagen CrossFox 1.6 (Flex) 2005;GNV; 25.900,00;2004;106.000;Prata;0;Barra Mansa;0;0;0;1;0;1;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;-44.175241;-22.548084;1600.0
2894;Chevrolet Agile LTZ 1.4 8V (Flex) 2013;Flex; 38.990,00;2013;111.105;Branco;0;Vila Velha;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;-40.287458;-20.341705;1400.0
2895;Chevrolet Classic LS VHC E 1.0 (Flex) 2014;Flex; 29.500,00;2013;60.080;Branco;0;São Carlos;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-47.885971;-22.017395;1000.0
2896;Volkswagen Gol 1.6 (G5) (Flex) 2011;Flex; 33.000,00;2010;144.000;Preto;0;Mococa;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;-47.002405;-21.464731;1600.0
2897;Renault Sandero Expression 1.6 8V (flex) 2014;GNV; 34.900,00;2014;200;Vermelho;0;Nova Iguaçu;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-43.460325;-22.755635;1600.0
2898;Hyundai i30 GLS 2.0 16V 2010;Gasolina; 38.900,00;2009;168.000;Preto;0;Mirassol;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;-49.52061;-20.816874;2000.0
2899;Volkswagen Fox 1.0 8V (Flex) 4p 2010;Flex; 26.900,00;2009;83.415;Prata;0;Mossoró;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;-37.347446;-5.183737;1000.0
2900;Ford Fiesta Hatch 1.6 (Flex) 2011;Flex; 28.900,00;2010;118.000;Prata;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-46.63952;-23.532905;1600.0
2901;Volkswagen Voyage (G6) 1.0 TEC Total Flex 2013;Flex; 37.900,00;2012;96.303;Branco;0;Ribeirão Preto;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;-47.809875;-21.169923;1000.0
2902;Renault Sandero Expression 1.0 16V (flex) 2013;Flex; 29.875,00;2012;150.000;Preto;0;Santo André;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-36.621339;-7.220157;1000.0
2903;Fiat Palio ELX 1.4 (Flex) 2007;Flex; 27.900,00;2006;123.064;Preto;0;Parobé;0;0;0;1;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;-50.83118;-29.624257;1400.0
2904;Ford Ka Hatch SE 1.0 (Flex) 2015;Flex; 38.900,00;2015;81.455;Branco;0;Recife;1;1;1;1;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;-34.877065;-8.046658;1000.0
2905;Volkswagen SpaceFox Sportline 1.6 8V (Flex) 2009;Flex; 29.900,00;2008;105.000;Preto;0;Teresópolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-42.97519;-22.416464;1600.0
2906;Ford Fiesta Hatch Rocam 1.6 (Flex) 2013;Flex; 29.900,00;2012;215.000;Preto;0;Joinville;1;0;0;1;0;1;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;1;-48.848675;-26.304497;1600.0
2907;Chevrolet Prisma Maxx 1.4 (Flex) 2009;Flex; 26.900,00;2008;150.000;Preto;0;Londrina;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;-51.1691;-23.303975;1400.0
2908;Chevrolet Prisma Maxx 1.4 (Flex) 2009;Flex; 25.900,00;2008;130.000;Vermelho;0;Alvorada;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-51.080857;-29.9914;1400.0
2909;Fiat Palio ELX 1.0 (Flex) 4p 2008;Flex; 26.800,00;2007;80.000;Preto;0;São Paulo;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;-46.63952;-23.532905;1000.0
2910;Chevrolet Zafira Expression 2.0 (Flex) (Aut) 2010;Flex; 33.900,00;2009;150.000;Prata;1;São Bernardo do Campo;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;-46.564617;-23.691412;2000.0
2911;Volkswagen Voyage City I-Motion 1.6 (Flex) 2013;Flex; 36.900,00;2012;115.150;Preto;1;São Paulo;0;1;0;1;0;0;1;0;0;1;0;1;1;1;1;0;0;1;0;0;0;0;-46.63952;-23.532905;1600.0
2912;Chevrolet Sonic Sedan LTZ (Aut) 2012;Flex; 35.990,00;2012;86.000;Preto;1;Porto Alegre;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;0;1;0;-51.206533;-30.031771;
2913;Volkswagen Fox 1.0 8V (Flex) 4p 2011;Flex; 33.800,00;2010;143.223;Prata;0;Joinville;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;-48.848675;-26.304497;1000.0
2914;Citroën C3 Picasso GLX 1.5 8V (Flex) 2014;Flex; 38.900,00;2014;99.213;Branco;0;Chapecó;1;1;1;1;0;1;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;-52.61519;-27.100448;1500.0
2915;Volkswagen Fox 1.6 8V (Flex) 2011;Flex; 34.900,00;2010;126.000;Prata;0;São José dos Campos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-45.884115;-23.189554;1600.0
2916;Citroën C3 Exclusive 1.4 8V (flex) 2012;Flex; 25.900,00;2011;120.000;Bege;0;Barra Mansa;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;-44.175241;-22.548084;1400.0
2917;Ford Fiesta Sedan 1.6 Rocam (Flex) 2012;Flex; 32.990,00;2011;178.147;Prata;0;Campinas;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;-47.06595;-22.905346;1600.0
2918;Chevrolet Celta LT 1.0 (Flex) 2014;Flex; 33.990,00;2013;130.000;Vermelho;0;Jesuítas;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-53.38492;-24.383918;1000.0
2919;Volkswagen Gol 1.0 8V (G4)(Flex)2p 2014;Flex; 26.800,00;2013;138.000;Branco;0;Bauru;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-49.087142;-22.324569;1000.0
2920;Volkswagen Gol 1.0 2023;Flex; 67.720,00;2022;28.649;Cinza;0;Salvador;1;1;1;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;-38.501068;-12.97178;1000.0
2921;Fiat Idea ELX 1.4 (Flex) 2010;Flex; 29.990,00;2009;149.900;Prata;0;Iperó;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-47.692717;-23.351296;1400.0
2922;Renault Clio Expression 1.0 16V (Flex) 2016;Flex; 37.850,00;2015;114.000;Prata;0;Rio do Sul;1;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;-49.643016;-27.215596;1000.0
